Coin Name,Symbol,Launch Date,Token Address,Current Price (USD),Market Cap (USD),Trading Volume (24h),Circulating Supply,Total Supply,Price Change (24h),All-Time High (Price),All-Time Low (Price),Number of Holders,Transactions Count,Token Liquidity (USD),Returns (%)
PepeMoon,$LOL,2022-06-25,addr388,0.0019,243497,18961,79130649,78833841,14.13,0.0011,0.0067,12044,20568,62467,-83.58
MeowInu,$DOGESUN,2022-12-25,addr196,0.0011,430787,45358,157687375,161871431,19.71,0.0079,0.0024,8225,41916,70186,229.17
JokeSol,$SHIBALIGHT,2023-07-10,addr518,0.0032,261802,42914,76869689,182754456,-9.83,0.0188,0.0008,11858,18561,46769,2250.0
InuSpark,$PEPEMOON,2023-06-15,addr293,0.0066,455907,12181,124238872,63596451,0.92,0.0072,0.0021,3939,15174,82572,242.86
FlokiSol,$SOLDOG,2022-12-15,addr430,0.0053,443146,30042,51029917,187138755,4.36,0.013,0.0028,6072,43183,40676,364.29
PugInu,$MOONWAG,2023-09-05,addr861,0.0031,266217,43420,196960181,97413968,14.98,0.0171,0.0008,10731,38006,68944,2037.5
SolDog,$GIGGLE,2023-02-12,addr328,0.0096,395868,42882,189094242,161836014,-5.67,0.0036,0.0053,8848,40560,47170,-32.08
SwoleDoge,$PEPE,2022-09-10,addr989,0.0031,285488,24722,113154576,68167000,13.86,0.0021,0.0015,14598,46745,82807,40.0
MeowInu,$SHIBALIGHT,2022-12-25,addr376,0.002,150492,44156,113506998,176522960,-2.04,0.0057,0.0083,13226,17221,17709,-31.33
FlokiSol,$CHAD,2023-08-01,addr542,0.0061,192376,42520,61525643,237825123,16.17,0.0183,0.0013,6956,44252,36582,1307.69
ShibaLight,$SWOLEDOGE,2022-11-20,addr10,0.0033,112345,48003,195729052,123802180,-5.5,0.0156,0.0015,8621,42215,45009,940.0
InuSpark,$PUGINU,2022-04-22,addr975,0.0024,228604,41503,115553049,95665470,-0.53,0.0135,0.0037,8656,5951,72561,264.86
InuSpark,$GIGGLE,2023-09-05,addr63,0.0032,456395,36530,69139894,74837838,-0.48,0.0053,0.0013,14745,49122,49868,307.69
LOLToken,$SWOLEDOGE,2023-04-10,addr400,0.0009,459289,21765,174859528,280117238,13.27,0.0014,0.0026,7091,16352,67347,-46.15
PepeMoon,$INUSPARK,2021-04-05,addr384,0.003,338348,5133,52098704,179604245,9.83,0.0153,0.0038,14201,7742,90373,302.63
FlokiSol,$MEMEFLARE,2023-06-15,addr664,0.0044,147617,10407,60620619,284396215,2.46,0.0064,0.0076,6431,36186,69629,-15.79
DogeSun,$FLOKI,2023-06-15,addr422,0.0081,80215,12265,94471610,123565334,1.22,0.0094,0.0003,11139,26763,88635,3033.33
ShibaLight,$SWOLEDOGE,2023-03-30,addr119,0.0094,289274,19145,162284312,299354848,2.87,0.0065,0.0088,11065,20769,74259,-26.14
MoonPug,$SOLDOG,2021-04-05,addr34,0.0029,172856,21717,180618481,204324340,16.94,0.0045,0.0092,10777,10536,27850,-51.09
PugInu,$MOONWAG,2023-09-05,addr760,0.0009,51955,12953,108512328,195131346,8.75,0.0117,0.0054,14404,10813,48026,116.67
PepeMoon,$SHIBA,2023-02-12,addr545,0.0029,417389,45037,71852996,290421347,-1.8,0.0168,0.0023,13876,37017,59502,630.43
WoofSol,$SHIBALIGHT,2022-08-15,addr172,0.0091,483354,26564,52425233,179307320,-8.7,0.0157,0.0079,11854,35872,71231,98.73
ChadCoin,$GIGGLE,2022-04-22,addr151,0.0073,58224,22493,111159501,229363797,-6.78,0.0018,0.006,8740,11976,56004,-70.0
PepeMoon,$PEPE,2023-05-20,addr383,0.0003,258771,47070,94000843,98144720,11.11,0.0158,0.009,4214,19757,28646,75.56
WoofSol,$SWOLEDOGE,2023-03-30,addr148,0.003,334006,24941,61188899,256806842,-0.71,0.0182,0.0043,4570,13370,32938,323.26
GiggleToken,$SWOLEDOGE,2023-09-05,addr419,0.0049,440296,47958,59536724,69615694,15.75,0.0159,0.0067,14660,10695,48264,137.31
MoonWag,$LOL,2023-02-12,addr980,0.0013,189558,24682,189753769,284400513,18.55,0.0086,0.0028,4312,42646,61571,207.14
LOLToken,$MEOW,2022-11-20,addr259,0.003,217534,14939,98231527,196800272,10.23,0.0083,0.0016,5495,48886,67490,418.75
ShibaSol,$SHIBA,2023-08-20,addr181,0.0054,484402,48315,161502525,215429659,-9.62,0.0194,0.0015,4215,42575,63234,1193.33
PugInu,$SOLDOG,2023-03-14,addr643,0.002,113904,31869,75220170,102604336,8.21,0.0051,0.0037,10163,36414,95429,37.84
WoofSol,$LOL,2022-12-15,addr707,0.0033,496408,14210,61544015,207642655,-4.38,0.0027,0.0035,14427,43616,92992,-22.86
PepeMoon,$SHIBALIGHT,2023-01-18,addr467,0.0044,271038,40666,92527978,233125513,-4.42,0.0198,0.0042,3780,24596,97893,371.43
PugInu,$SWOLEDOGE,2022-11-20,addr911,0.0071,332114,36500,180916700,187191405,-9.63,0.0191,0.0003,4310,28613,45697,6266.67
SolDog,$PEPE,2023-01-18,addr754,0.0085,483963,27052,127034160,149100879,3.08,0.0178,0.0072,10863,43875,34768,147.22
LOLToken,$MEMEFLARE,2022-06-25,addr224,0.0023,208293,30657,158755568,91255862,14.64,0.0058,0.0037,9266,6594,39938,56.76
MoonPug,$JOKESOL,2022-08-15,addr124,0.0052,303329,8824,149809641,274416133,19.71,0.0031,0.0021,9454,16131,59234,47.62
WoofSol,$MEMEFLARE,2023-06-15,addr403,0.0066,207973,31648,93579254,57919967,6.19,0.0169,0.0081,4235,30386,86013,108.64
PepeMoon,$CHAD,2023-08-01,addr349,0.0064,144842,43658,117865578,61695872,1.26,0.0012,0.0039,8404,41124,36027,-69.23
MemeFlare,$MOONWAG,2022-04-22,addr972,0.0095,212413,9563,160102210,112086500,14.02,0.0051,0.0064,14358,28536,92382,-20.31
MoonWag,$MEOW,2023-03-30,addr996,0.004,257725,44698,112606426,188613653,18.23,0.0171,0.0044,9952,19412,46530,288.64
LOLToken,$CHAD,2023-01-05,addr966,0.0072,220029,22705,182039233,59891786,5.1,0.0086,0.004,8701,43888,14577,115.0
ShibaLight,$MOONPUG,2022-04-22,addr102,0.0032,294570,18863,181667752,239514375,-0.26,0.0194,0.0091,4186,47504,51106,113.19
ShibaSol,$PEPEMOON,2023-02-12,addr806,0.006,383875,21996,119091604,278168986,17.26,0.0145,0.0076,14637,28682,53491,90.79
InuSpark,$DOGESUN,2022-08-15,addr790,0.0073,292538,27007,120788035,251961345,-2.51,0.0183,0.0093,3852,40473,20498,96.77
LOLToken,$JOKESOL,2023-01-18,addr162,0.0079,319258,27683,66357853,123540764,4.26,0.0047,0.0018,14799,38266,19984,161.11
MoonPug,$PUGINU,2023-06-15,addr586,0.0046,314636,47690,90260793,246869706,8.8,0.0128,0.0055,8153,28873,28044,132.73
SwoleDoge,$DOGESUN,2022-11-20,addr855,0.0057,289056,24935,50532447,215205999,9.46,0.0193,0.0034,4957,40722,45841,467.65
ShibaSol,$DOGESUN,2022-06-25,addr357,0.0021,240501,31777,157493496,73498747,-7.6,0.0155,0.004,13619,16439,34183,287.5
SolCheems,$SHIBA,2023-04-10,addr526,0.0012,358384,21055,100477693,62477441,-7.16,0.0058,0.0096,10935,47853,93940,-39.58
ShibaSol,$SOLDOG,2023-01-05,addr47,0.0067,241917,36774,192419108,146274461,10.03,0.0199,0.0055,14116,21184,60385,261.82
InuSpark,$CHAD,2022-08-15,addr684,0.0058,467381,9561,82529386,120824455,16.12,0.0096,0.0069,13226,18043,81672,39.13
SolDog,$CHEEMS,2022-12-25,addr184,0.002,207366,19292,160413942,299508191,0.02,0.016,0.0002,13150,21811,54889,7900.0
MoonPug,$MEMEFLARE,2022-09-10,addr46,0.01,221724,5501,112885908,247493612,7.05,0.0088,0.0059,14967,38705,92350,49.15
DogeSun,$MEOW,2021-04-05,addr572,0.005,319875,39827,106328564,74062137,2.86,0.0047,0.0029,6604,47892,10380,62.07
ShibaLight,$GIGGLE,2022-11-20,addr933,0.009,105956,43737,143319451,291194339,2.04,0.015,0.008,13855,43287,70178,87.5
JokeSol,$DOGESUN,2022-08-15,addr777,0.0066,245979,31075,78285354,191255682,19.17,0.0089,0.0013,10587,26146,58444,584.62
InuSpark,$SOLDOG,2023-03-30,addr651,0.0031,282903,25895,127522316,270185621,2.96,0.0051,0.0017,4156,24573,30155,200.0
PepeSol,$CHEEMS,2023-08-01,addr806,0.0052,67612,38829,54860080,236789559,19.14,0.0089,0.009,5736,11580,52944,-1.11
ChadCoin,$WOOFSOL,2023-06-15,addr411,0.0025,400413,15097,153865472,54438700,1.57,0.006,0.0088,10470,5422,33894,-31.82
JokeSol,$GIGGLE,2022-08-15,addr687,0.0011,328462,36970,84711079,161379798,16.23,0.0154,0.0043,8052,41842,46927,258.14
DogeSun,$PUGINU,2022-06-25,addr797,0.0092,373593,35542,139123812,266611548,12.04,0.0116,0.0044,6003,44552,13318,163.64
WoofSol,$LOL,2022-12-15,addr949,0.0087,326094,37571,192570177,196995521,3.51,0.0099,0.0069,10211,16803,62825,43.48
GiggleToken,$GIGGLE,2023-01-18,addr113,0.0094,379319,10976,69310613,77027461,0.39,0.011,0.008,14419,30663,89282,37.5
JokeSol,$FLOKI,2023-06-15,addr665,0.0005,496722,32197,88567447,241726012,2.69,0.0084,0.0069,11139,30720,46584,21.74
SwoleDoge,$JOKESOL,2023-06-15,addr881,0.0027,434651,15239,160176211,242781347,-6.78,0.0033,0.0089,5217,25364,24568,-62.92
FlokiSol,$GIGGLE,2023-07-10,addr817,0.0064,91325,11857,60065175,193119739,-5.64,0.0093,0.0096,9358,32516,21942,-3.12
MemeFlare,$PEPE,2023-06-15,addr667,0.0031,84376,27770,106616486,299401042,-1.51,0.017,0.0035,8235,14579,49386,385.71
LOLToken,$JOKESOL,2022-12-15,addr92,0.0017,63621,9298,81011408,126881956,-0.63,0.0086,0.0015,5455,31029,55203,473.33
MemeFlare,$CHEEMS,2023-01-05,addr554,0.007,325908,21102,60379425,245474530,13.53,0.0141,0.0079,6059,17505,24734,78.48
JokeSol,$SHIBA,2022-12-25,addr54,0.005,451257,35961,131175685,223578488,7.72,0.0153,0.0049,7537,43965,61851,212.24
MoonWag,$MEOW,2023-05-20,addr440,0.0014,117885,36786,103143190,174240988,7.28,0.017,0.0004,14810,22523,88920,4150.0
ShibaLight,$LOL,2023-07-10,addr604,0.0051,81481,44830,188522771,76861734,4.21,0.0111,0.0011,14238,49087,16816,909.09
SolCheems,$MEOW,2023-08-01,addr775,0.0058,255261,24299,75112866,109401504,-4.3,0.0089,0.0063,8852,15729,30537,41.27
MoonPug,$PUGINU,2023-02-12,addr523,0.0065,172430,40090,115429225,73529479,10.35,0.0053,0.0026,9335,48400,28158,103.85
ChadCoin,$SHIBA,2022-09-10,addr339,0.0035,100214,16431,126110982,264692297,3.44,0.0068,0.004,5441,27846,22490,70.0
PepeMoon,$SWOLEDOGE,2023-02-12,addr334,0.0027,403070,31618,109246905,107201871,-5.99,0.0039,0.0042,4777,34098,70528,-7.14
WoofSol,$PEPEMOON,2023-08-01,addr817,0.008,157667,31539,103980933,238361808,-8.89,0.0027,0.0021,13804,44578,98721,28.57
ChadCoin,$DOGESUN,2023-04-10,addr993,0.0014,476112,48696,80678068,160560148,-2.03,0.0126,0.0021,7761,9120,32971,500.0
ChadCoin,$LOL,2023-01-05,addr25,0.0031,274780,47773,89119642,227937572,9.75,0.0108,0.0057,3948,5805,35280,89.47
DogeSun,$PUGINU,2022-11-20,addr171,0.0062,239666,23126,193913927,56973555,19.02,0.0034,0.007,6769,22080,35939,-51.43
SolCheems,$CHEEMS,2022-12-25,addr345,0.006,99751,33357,50376065,292345077,17.37,0.0039,0.0088,4339,42347,28968,-55.68
ChadCoin,$PEPE,2022-11-20,addr598,0.0073,352925,27451,192621586,131696760,10.31,0.0169,0.0024,4154,43257,33617,604.17
MeowInu,$MOONWAG,2022-08-15,addr152,0.0094,333180,31648,179680143,248196798,12.8,0.0188,0.0092,5322,26921,88949,104.35
PepeSol,$PUGINU,2022-12-25,addr169,0.0076,467715,43510,136471772,149817031,11.03,0.0058,0.0031,14469,25413,46695,87.1
InuSpark,$SHIBA,2022-12-25,addr397,0.0011,255725,13702,86921323,269421681,1.72,0.0198,0.0096,7363,39878,77435,106.25
MoonPug,$PUGINU,2022-09-10,addr600,0.0012,370037,40546,64772605,294970314,4.34,0.0089,0.0016,9223,5081,43774,456.25
WoofSol,$PUGINU,2023-06-15,addr223,0.0087,485048,10156,167389493,175172893,19.94,0.0036,0.005,3121,33335,90864,-28.0
FlokiSol,$PUGINU,2023-03-14,addr560,0.0019,312649,5072,119593385,140064018,-0.52,0.0165,0.0071,14553,49477,66457,132.39
WoofSol,$LOL,2023-03-30,addr161,0.0092,383576,34793,126317576,98976176,4.43,0.017,0.0043,7919,27225,70108,295.35
MemeFlare,$SOLDOG,2023-07-10,addr419,0.0067,191565,32387,185994995,266965884,-7.11,0.0147,0.0062,6750,45331,75603,137.1
PepeSol,$FLOKI,2023-06-15,addr695,0.0027,263353,20229,193562362,210398499,17.62,0.0048,0.0084,3304,11449,90856,-42.86
SolDog,$MOONWAG,2023-03-14,addr180,0.0029,208221,32409,172606452,272803344,-9.52,0.0044,0.004,11322,28372,69474,10.0
InuSpark,$SHIBALIGHT,2023-03-14,addr788,0.0026,102294,29185,184416616,86635054,11.93,0.008,0.0097,8624,36336,41438,-17.53
ShibaLight,$DOGESUN,2022-08-15,addr375,0.0071,134518,44836,159690675,142142554,-8.13,0.004,0.0031,3598,6818,15220,29.03
SolDog,$PEPE,2023-04-10,addr731,0.0062,351728,45504,179319437,284640060,16.67,0.0161,0.0097,13564,42602,82395,65.98
PepeMoon,$PEPE,2022-12-15,addr634,0.0032,376567,12002,65838693,260102542,9.92,0.0169,0.0092,5538,24331,94856,83.7
WoofSol,$PEPE,2023-09-05,addr477,0.0055,272355,5087,95595244,107881677,17.34,0.0068,0.0075,8633,5358,92371,-9.33
MoonWag,$MEOW,2022-08-15,addr192,0.0016,197809,30130,191042530,261738770,0.87,0.0119,0.0028,7848,33864,59161,325.0
GiggleToken,$SHIBA,2023-08-01,addr327,0.0099,195761,37721,170212405,72328884,-1.06,0.0148,0.0023,14060,24124,29373,543.48
SolCheems,$GIGGLE,2021-04-05,addr244,0.0059,449752,23121,106129119,113800622,15.65,0.0106,0.0021,8172,15862,90964,404.76
SolDog,$JOKESOL,2023-02-12,addr607,0.0036,448806,34726,77847528,89383064,18.29,0.015,0.0023,10041,20800,31053,552.17
GiggleToken,$PEPE,2023-03-14,addr892,0.0034,54778,29021,69279974,185306018,10.32,0.0182,0.0016,6823,43821,58821,1037.5
ShibaSol,$SHIBALIGHT,2022-04-22,addr4,0.0052,311684,11532,83598419,98187421,10.72,0.0167,0.0078,4125,44883,66852,114.1
LOLToken,$MEOW,2023-01-05,addr338,0.0018,254731,48330,61579124,54202592,-0.71,0.0123,0.0011,4936,44901,41615,1018.18
DogeSun,$MEOW,2023-05-20,addr416,0.01,54741,26970,89251457,262411214,15.17,0.0168,0.0024,3272,16657,87623,600.0
WoofSol,$LOL,2023-08-20,addr134,0.0093,327882,41647,57613248,225053472,-9.5,0.0011,0.0012,9791,36260,58215,-8.33
LOLToken,$SHIBALIGHT,2021-04-05,addr631,0.0084,399731,12205,163401950,257237702,-0.95,0.0098,0.0013,8969,27792,53295,653.85
GiggleToken,$MOONWAG,2023-05-20,addr392,0.0052,259742,5934,111848679,167224549,-2.93,0.0078,0.0026,11262,20283,71398,200.0
MemeFlare,$INUSPARK,2022-09-10,addr24,0.01,209628,30627,158279798,266616402,-0.35,0.0114,0.0048,7683,35826,74620,137.5
SolDog,$PEPEMOON,2023-04-10,addr854,0.0025,442643,20437,75348325,190636954,-6.38,0.001,0.0051,11138,31634,39843,-80.39
GiggleToken,$MOONWAG,2023-03-30,addr344,0.0044,148488,40351,180939310,117686766,-6.52,0.0054,0.0068,8352,16789,50054,-20.59
JokeSol,$FLOKI,2023-09-05,addr540,0.0031,121774,20423,174198468,84551321,9.76,0.0121,0.0018,9810,46312,87989,572.22
MoonPug,$SWOLEDOGE,2023-08-20,addr579,0.006,214436,17479,118227474,278021249,5.17,0.0046,0.0094,7690,16177,23514,-51.06
GiggleToken,$MOONWAG,2022-12-25,addr401,0.0044,137851,43450,189493778,76330498,19.35,0.0118,0.001,9343,34715,95440,1080.0
MeowInu,$JOKESOL,2023-08-20,addr486,0.01,479521,28378,182098319,69196728,-3.26,0.0127,0.0074,10682,24198,28479,71.62
DogeSun,$FLOKI,2022-04-22,addr939,0.0024,184268,20184,178030409,242946061,-3.95,0.0154,0.0013,10879,22545,70768,1084.62
DogeSun,$SHIBALIGHT,2023-03-30,addr351,0.0055,204458,41357,165636329,173543727,3.78,0.0125,0.0008,12089,43107,59357,1462.5
ShibaSol,$MOONPUG,2023-09-05,addr38,0.0062,226522,38198,92674722,57757025,-6.69,0.001,0.0097,10963,6208,16128,-89.69
SolCheems,$SHIBA,2023-08-01,addr175,0.0083,112961,30404,165298422,156491899,11.34,0.0136,0.001,13412,39693,40325,1260.0
MoonWag,$WOOFSOL,2022-09-10,addr888,0.0077,320699,13779,126846909,241291720,6.01,0.0186,0.0055,3703,8861,71643,238.18
MemeFlare,$FLOKI,2022-11-20,addr339,0.0065,488602,16331,53828438,279446410,-5.79,0.0165,0.0021,4728,17863,49781,685.71
ShibaLight,$PEPE,2022-08-15,addr220,0.0061,402638,20519,134472749,182272645,5.21,0.0108,0.0082,10534,27546,73109,31.71
SwoleDoge,$DOGESUN,2022-12-25,addr71,0.0043,436345,35421,133279900,97924350,2.27,0.0128,0.0086,8068,28563,15767,48.84
PugInu,$CHEEMS,2022-12-15,addr823,0.0051,429024,16012,116630402,96331067,-5.67,0.0097,0.0041,10578,10952,11777,136.59
SolCheems,$INUSPARK,2023-03-14,addr456,0.0091,355648,35957,140097844,95436168,11.06,0.0171,0.0035,10461,37320,46176,388.57
MemeFlare,$PEPEMOON,2023-02-12,addr911,0.0069,366026,22305,91483697,115179072,1.09,0.0043,0.0063,11585,21513,10690,-31.75
GiggleToken,$DOGESUN,2023-03-30,addr809,0.0002,132711,13571,158082490,249013369,15.73,0.002,0.0092,3101,21688,64929,-78.26
WoofSol,$MOONWAG,2023-04-10,addr362,0.0081,449419,15121,158613603,123679777,11.7,0.018,0.0002,8392,47824,96662,8900.0
DogeSun,$LOL,2021-04-05,addr54,0.0029,205862,41054,194909904,96466101,1.91,0.0146,0.0032,6600,44840,38978,356.25
PugInu,$PEPEMOON,2022-06-25,addr180,0.0021,297956,40876,135505887,276457702,14.99,0.0064,0.0086,10635,38893,42348,-25.58
SolDog,$SHIBALIGHT,2023-09-05,addr349,0.0046,199982,28194,54627388,242062477,15.69,0.017,0.0067,5554,7219,79869,153.73
SolDog,$PUGINU,2022-12-15,addr185,0.0048,57548,46693,74286350,273679838,3.25,0.002,0.0074,12905,14475,54667,-72.97
PugInu,$CHEEMS,2023-01-18,addr476,0.0039,266800,6876,57767751,99647066,-1.3,0.0071,0.01,10687,22961,89108,-29.0
PugInu,$LOL,2022-12-15,addr247,0.0052,273399,41474,87645042,143828688,14.22,0.0072,0.0065,13385,48857,58688,10.77
PepeSol,$CHEEMS,2023-07-10,addr440,0.0008,295423,19082,56095874,180401031,-8.04,0.0041,0.004,13407,30460,55455,2.5
FlokiSol,$SHIBALIGHT,2023-07-10,addr647,0.0096,188690,15744,160407106,90065489,12.18,0.016,0.004,3004,12929,91973,300.0
ShibaSol,$SWOLEDOGE,2023-09-05,addr44,0.006,477784,46645,85217110,95639291,-1.81,0.0162,0.0038,12169,16194,51668,326.32
JokeSol,$PEPE,2023-03-30,addr9,0.0011,253869,45300,89635130,106465747,5.15,0.0049,0.0086,10621,39534,37341,-43.02
MoonPug,$PEPEMOON,2022-11-20,addr604,0.0091,62951,13723,82429268,126441809,14.35,0.0188,0.0063,14269,32112,23865,198.41
FlokiSol,$DOGESUN,2023-08-20,addr364,0.0032,391990,33741,85063607,115425239,15.35,0.0095,0.0039,7437,23650,33908,143.59
GiggleToken,$SHIBALIGHT,2022-11-20,addr884,0.0001,301013,25061,169305671,151605450,-5.61,0.0042,0.0035,4523,8685,46612,20.0
JokeSol,$SHIBA,2021-04-05,addr32,0.0098,386807,47430,132070745,138695273,-6.74,0.0013,0.0031,3915,15074,53762,-58.06
PugInu,$MEMEFLARE,2023-09-05,addr980,0.0019,143272,22899,78954753,120599264,-7.21,0.0038,0.0095,5003,25568,78973,-60.0
SolCheems,$LOL,2023-09-05,addr475,0.0012,291037,34538,190116340,203727336,-9.88,0.0025,0.0091,11843,44427,79667,-72.53
FlokiSol,$CHEEMS,2023-03-14,addr458,0.0083,92590,45488,107120696,165610261,11.53,0.0073,0.0024,8480,19567,98090,204.17
DogeSun,$GIGGLE,2022-06-25,addr648,0.008,452187,27050,99848998,260306948,-1.24,0.0076,0.0031,7196,47869,77330,145.16
ChadCoin,$PEPEMOON,2023-03-30,addr395,0.0074,68024,32152,108922705,73416675,6.46,0.0195,0.0015,3725,47969,97363,1200.0
SolCheems,$SOLDOG,2023-01-18,addr967,0.0074,303476,20626,119457021,58624285,13.23,0.0167,0.0099,7475,22441,15684,68.69
ChadCoin,$INUSPARK,2022-08-15,addr677,0.006,203543,9100,188000069,119662324,19.03,0.0164,0.0012,10527,29870,64079,1266.67
ShibaLight,$WOOFSOL,2023-08-01,addr532,0.0003,266492,10998,54344697,262266799,6.94,0.0153,0.0014,5288,48798,58070,992.86
JokeSol,$INUSPARK,2023-02-12,addr482,0.0049,173213,22320,166228117,207736179,2.36,0.0027,0.0044,11928,28007,70522,-38.64
DogeSun,$PEPE,2022-04-22,addr569,0.0058,272043,46628,83084543,66428519,18.13,0.0134,0.0095,14234,43109,56010,41.05
GiggleToken,$SHIBALIGHT,2021-04-05,addr102,0.006,175631,39992,53406686,87356553,6.79,0.0048,0.0046,14236,9360,11874,4.35
MemeFlare,$MOONWAG,2023-02-12,addr673,0.006,202134,40838,52223650,109256202,2.46,0.0014,0.006,12977,44565,47516,-76.67
SolCheems,$SHIBALIGHT,2022-09-10,addr956,0.0039,375201,21250,99033529,216610709,5.71,0.014,0.0023,13793,21902,53036,508.7
ChadCoin,$SOLDOG,2023-02-12,addr503,0.0043,361223,9238,67523042,277355961,4.28,0.0163,0.0073,3724,40770,46385,123.29
InuSpark,$WOOFSOL,2023-03-30,addr769,0.0065,376069,48243,175445467,102417561,14.91,0.013,0.0069,3841,46105,92087,88.41
MoonPug,$MEOW,2022-12-25,addr778,0.003,462899,10848,70641795,251021593,17.74,0.0199,0.004,13440,38457,80883,397.5
InuSpark,$CHAD,2023-04-10,addr674,0.0024,107254,31213,196369523,108153778,0.11,0.0068,0.0043,13897,25662,19471,58.14
MeowInu,$DOGESUN,2023-05-20,addr504,0.0076,356412,48552,105957854,229126701,14.09,0.0152,0.0064,10105,9733,60996,137.5
MemeFlare,$WOOFSOL,2022-06-25,addr417,0.0072,139308,24945,62645594,272910595,-9.95,0.0193,0.0035,14795,28773,46049,451.43
GiggleToken,$SHIBALIGHT,2022-04-22,addr947,0.0071,272811,31343,154875815,282277882,18.68,0.0118,0.0063,11569,45380,28624,87.3
ShibaLight,$INUSPARK,2023-03-14,addr720,0.0038,418312,26974,100384504,202619246,17.32,0.0088,0.0052,8389,45903,58219,69.23
MeowInu,$PUGINU,2023-02-12,addr397,0.0037,182361,25462,134354452,155968487,12.79,0.0155,0.007,5690,41815,27298,121.43
MeowInu,$PEPEMOON,2021-04-05,addr236,0.0054,140930,44034,57937813,254957777,18.89,0.0058,0.0062,5273,36319,14253,-6.45
ShibaSol,$PEPEMOON,2023-02-12,addr865,0.0042,403442,41492,180076289,66710295,12.01,0.014,0.0026,13423,7665,70167,438.46
MoonWag,$INUSPARK,2023-07-10,addr907,0.0061,140233,49204,165255353,164840631,13.8,0.0117,0.009,4457,10667,64256,30.0
PugInu,$MEOW,2022-12-25,addr828,0.0053,474650,20461,154954947,290608839,11.84,0.0069,0.0084,13548,7902,98413,-17.86
GiggleToken,$SHIBALIGHT,2021-04-05,addr76,0.0081,413936,8438,102543647,98432055,19.87,0.0111,0.0016,6199,41998,53273,593.75
FlokiSol,$SWOLEDOGE,2023-01-18,addr170,0.0029,143213,39468,79772226,75302232,-4.03,0.0081,0.0046,14507,40938,24508,76.09
MemeFlare,$SOLDOG,2023-06-15,addr668,0.0048,87666,6389,102479647,130421517,-8.03,0.0058,0.0088,12218,42561,35494,-34.09
JokeSol,$DOGESUN,2022-06-25,addr801,0.0045,367940,8332,161999917,156192941,1.32,0.01,0.0019,7449,27916,12015,426.32
WoofSol,$FLOKI,2022-12-15,addr411,0.0048,246050,45210,147516539,273199316,-5.15,0.0115,0.0017,6662,32926,71903,576.47
SolCheems,$CHAD,2021-04-05,addr969,0.0016,418139,33701,92015222,141317767,-4.99,0.0122,0.0023,14807,41513,79041,430.43
PepeSol,$LOL,2022-12-25,addr334,0.0064,425445,34141,71927474,80711684,18.7,0.0108,0.0097,12588,19029,89102,11.34
SolDog,$PEPE,2022-06-25,addr433,0.0065,133500,22550,117934152,140848641,4.61,0.0171,0.0054,12096,42327,94605,216.67
DogeSun,$SWOLEDOGE,2023-03-14,addr318,0.0059,269987,32666,183160457,110494412,-8.51,0.0067,0.0087,14358,36339,66821,-22.99
SolDog,$SHIBA,2022-12-25,addr767,0.0022,443606,31814,82369417,205105634,14.11,0.0067,0.0069,11350,45967,80902,-2.9
PepeMoon,$GIGGLE,2022-12-25,addr745,0.0035,233580,34121,142126839,108097247,-2.16,0.0079,0.0003,8172,46323,10855,2533.33
InuSpark,$SOLDOG,2022-04-22,addr972,0.0079,167696,15167,197748757,120105592,18.54,0.0026,0.0004,13840,46373,35870,550.0
ShibaLight,$MEOW,2023-08-20,addr734,0.0093,175712,30001,145370709,73865867,15.35,0.0125,0.0011,3287,8474,94722,1036.36
PepeMoon,$MEOW,2022-12-15,addr527,0.001,399490,7059,173501318,262808535,-4.24,0.0094,0.0096,4071,46894,19899,-2.08
PepeMoon,$GIGGLE,2022-08-15,addr591,0.0074,239478,29807,141956893,215498921,-0.68,0.0061,0.0065,6100,11368,11287,-6.15
FlokiSol,$MOONPUG,2023-03-14,addr743,0.0023,209757,41562,144351809,276573482,2.14,0.0065,0.0046,8913,5393,75420,41.3
WoofSol,$PUGINU,2022-09-10,addr527,0.0051,395201,48006,134627140,77663177,-9.32,0.0078,0.0053,3702,37069,84390,47.17
PepeSol,$CHEEMS,2023-07-10,addr940,0.0043,207655,6015,109328940,160118860,-0.76,0.0197,0.0059,9990,18825,24129,233.9
ShibaLight,$GIGGLE,2023-04-10,addr107,0.0078,389053,20998,140538978,277708788,8.45,0.0084,0.0029,10430,35469,69681,189.66
LOLToken,$SWOLEDOGE,2023-03-30,addr997,0.0053,469239,36928,76781523,250327250,0.36,0.0124,0.0037,5468,17559,40399,235.14
MeowInu,$CHAD,2023-01-05,addr650,0.0015,400319,41213,142757470,184177240,-4.53,0.0174,0.0062,4276,18171,70227,180.65
MoonWag,$SHIBALIGHT,2022-09-10,addr992,0.0004,329769,29034,162499232,212119159,5.03,0.0074,0.0036,11814,10873,77803,105.56
InuSpark,$MOONPUG,2023-01-18,addr93,0.0085,443801,48413,124095308,232436770,17.99,0.0153,0.0037,11590,20477,50698,313.51
ChadCoin,$FLOKI,2023-05-20,addr138,0.0058,50189,14793,163975052,157071138,14.43,0.0169,0.0006,9755,21748,90229,2716.67
ShibaLight,$CHEEMS,2022-04-22,addr766,0.0048,235289,23387,199884345,273706020,-5.26,0.0169,0.0046,13537,19690,43761,267.39
WoofSol,$MOONPUG,2023-05-20,addr145,0.0021,198937,34531,121560396,237291018,18.94,0.0106,0.0049,9980,33298,99829,116.33
